Gene name	Gene stable ID
WWTR1	ENSG00000018408
TBC1D9B	ENSG00000197226
RN7SKP153	ENSG00000201896
	ENSG00000279347
ARHGAP39	ENSG00000147799
GNPTG	ENSG00000090581
DPAGT1	ENSG00000172269
LRIG1	ENSG00000144749
TAF2	ENSG00000064313
GTF2IRD2	ENSG00000196275
ACSM2B	ENSG00000066813
SCN8A	ENSG00000196876
FMO10P	ENSG00000234984
LINC01698	ENSG00000231648
ATG9B	ENSG00000181652
	ENSG00000286383
TMEM267	ENSG00000151881
	ENSG00000229983
ZIC4	ENSG00000174963
KRT18P32	ENSG00000215149
	ENSG00000225122
RIMKLBP2	ENSG00000225920
DTL	ENSG00000143476
CLPB	ENSG00000162129
SERF1A	ENSG00000172058
GBX1	ENSG00000164900
FOXL3	ENSG00000248767
SEM1	ENSG00000127922
PCDH1	ENSG00000156453
GSK3A	ENSG00000105723
STIMATE	ENSG00000213533
TRMT1L	ENSG00000121486
FYB1	ENSG00000082074
THPO	ENSG00000090534
MARK2P10	ENSG00000227284
SH2B2	ENSG00000160999
	ENSG00000260201
ACSM5P1	ENSG00000260762
	ENSG00000251802
DPY19L1	ENSG00000173852
PKM	ENSG00000067225
ACSM3	ENSG00000005187
LINC02474	ENSG00000228437
HSD11B1	ENSG00000117594
	ENSG00000283166
NMD3	ENSG00000169251
LINC01347	ENSG00000214837
SOAT1	ENSG00000057252
MIR548N	ENSG00000221669
WNT2	ENSG00000105989
	ENSG00000268643
ZNF574	ENSG00000105732
	ENSG00000279485
PRELID1P6	ENSG00000228305
RPS4XP5	ENSG00000229920
POU2F2-AS1	ENSG00000254887
RPL27P6	ENSG00000234488
CSP1	ENSG00000228872
MIR4323	ENSG00000266226
	ENSG00000259436
HNRNPA1P66	ENSG00000229221
DEDD2	ENSG00000160570
MDH1	ENSG00000014641
CFTR	ENSG00000001626
LINC01973	ENSG00000204283
RNU1-80P	ENSG00000238898
UBE2W	ENSG00000104343
TNRC6C	ENSG00000078687
	ENSG00000225982
MOCS2	ENSG00000164172
	ENSG00000279672
	ENSG00000254938
	ENSG00000275315
	ENSG00000285718
	ENSG00000279358
	ENSG00000274730
KIRREL3-AS2	ENSG00000254960
SPATA17-AS1	ENSG00000234070
THUMPD1	ENSG00000066654
MIR3167	ENSG00000266215
USH2A-AS2	ENSG00000233620
	ENSG00000255317
KIRREL3-AS3	ENSG00000218109
	ENSG00000256282
	ENSG00000237783
	ENSG00000272906
	ENSG00000233018
CYCSP29	ENSG00000255379
	ENSG00000288671
	ENSG00000271917
	ENSG00000203334
RN7SL836P	ENSG00000241226
BATF3	ENSG00000123685
RNU6-654P	ENSG00000201243
CHRM4	ENSG00000180720
GIPR	ENSG00000010310
	ENSG00000283399
ARHGAP20	ENSG00000137727
MIPEPP2	ENSG00000224783
CNST	ENSG00000162852
	ENSG00000285303
	ENSG00000260510
RNU6-944P	ENSG00000200893
RNU6-111P	ENSG00000252988
	ENSG00000287435
ARHGEF3	ENSG00000163947
	ENSG00000285068
RPSAP28	ENSG00000214484
REXO5	ENSG00000005189
ALMS1-IT1	ENSG00000230002
	ENSG00000284902
NAT8	ENSG00000144035
ALMS1P1	ENSG00000163016
NAT8B	ENSG00000204872
	ENSG00000255817
	ENSG00000255629
TPRKB	ENSG00000144034
FTH1P25	ENSG00000232792
	ENSG00000279600
C4BPAP2	ENSG00000232621
UBE2V2P2	ENSG00000267463
	ENSG00000273004
RNU6-625P	ENSG00000238658
SOX13	ENSG00000143842
TMC6	ENSG00000141524
TBK1	ENSG00000183735
	ENSG00000253067
	ENSG00000227616
	ENSG00000235775
	ENSG00000224015
P4HA2-AS1	ENSG00000237714
	ENSG00000253273
SRP14P4	ENSG00000268062
	ENSG00000224431
MIR6830	ENSG00000283678
RN7SL760P	ENSG00000272469
	ENSG00000237409
	ENSG00000286113
PDLIM4	ENSG00000131435
GYG1P1	ENSG00000251633
NID1	ENSG00000116962
	ENSG00000273245
	ENSG00000280037
DUSP11	ENSG00000144048
ELOC	ENSG00000154582
MIR642A	ENSG00000207773
MIR642B	ENSG00000283212
DCDC1	ENSG00000170959
QPCTL	ENSG00000011478
TGM5	ENSG00000104055
	ENSG00000286390
C2orf78	ENSG00000187833
ASZ1	ENSG00000154438
SLC22A4	ENSG00000197208
FBXO46	ENSG00000177051
	ENSG00000279407
	ENSG00000288669
ABI2	ENSG00000138443
	ENSG00000288078
	ENSG00000271399
	ENSG00000229757
TMEM70	ENSG00000175606
SEMA6B	ENSG00000167680
LINC01705	ENSG00000232679
	ENSG00000275908
BTG2	ENSG00000159388
MIR3936	ENSG00000263597
ACSM1	ENSG00000166743
Y_RNA	ENSG00000206682
GOLGA6L22	ENSG00000277865
C5orf22	ENSG00000082213
RPL21P28	ENSG00000220749
	ENSG00000237074
INO80	ENSG00000128908
ADORA2BP1	ENSG00000236136
ZNF678	ENSG00000181450
NTM	ENSG00000182667
KIF28P	ENSG00000223519
RPS20P21	ENSG00000244295
TMC8	ENSG00000167895
DSTNP3	ENSG00000253833
LY96	ENSG00000154589
ANKRD49P4	ENSG00000214684
MRPS14	ENSG00000120333
	ENSG00000237974
CFTR-AS1	ENSG00000232661
	ENSG00000234001
	ENSG00000083622
CTTNBP2	ENSG00000077063
	ENSG00000286285
	ENSG00000225300
	ENSG00000223842
SLC9C2	ENSG00000162753
	ENSG00000279357
RNU6-1300P	ENSG00000212348
	ENSG00000254288
	ENSG00000279923
ABAT	ENSG00000183044
RPS3AP32	ENSG00000240047
RNU6-363P	ENSG00000199765
ZNF121	ENSG00000197961
RNU6-1197P	ENSG00000212485
	ENSG00000253115
PPP1R42	ENSG00000178125
P4HA2	ENSG00000072682
CISH	ENSG00000114737
ZNF829	ENSG00000185869
RNF13	ENSG00000082996
KANK2	ENSG00000197256
EIF5AP2	ENSG00000267679
UBBP2	ENSG00000228247
	ENSG00000231424
TK1	ENSG00000167900
ANGPT1	ENSG00000154188
NFRKB	ENSG00000170322
LHX9	ENSG00000143355
	ENSG00000224136
CHPF2	ENSG00000033100
PSG1	ENSG00000231924
	ENSG00000287177
	ENSG00000267624
	ENSG00000237193
UTP25	ENSG00000117597
BIRC5	ENSG00000089685
MIR671	ENSG00000284191
ORAI2	ENSG00000160991
CHCHD2P5	ENSG00000223490
DESI2	ENSG00000121644
POU4F3	ENSG00000091010
ZNF865	ENSG00000261221
GTF3C2-AS1	ENSG00000234945
	ENSG00000271724
PRSS57	ENSG00000185198
	ENSG00000248842
	ENSG00000277568
NKIRAS1	ENSG00000197885
SLC26A9	ENSG00000174502
	ENSG00000250407
RBM12B	ENSG00000183808
RNA5SP196	ENSG00000280646
RN7SL791P	ENSG00000241291
OR4M2	ENSG00000274102
GOLGA6D	ENSG00000140478
HDAC9	ENSG00000048052
DROSHA	ENSG00000113360
	ENSG00000234072
SPACA6	ENSG00000182310
	ENSG00000288665
ZNF7	ENSG00000147789
RASSF3	ENSG00000153179
MGA	ENSG00000174197
SNX17	ENSG00000115234
	ENSG00000283914
THA1P	ENSG00000267676
	ENSG00000279886
RN7SL743P	ENSG00000243954
RNU7-63P	ENSG00000238417
LINC01993	ENSG00000204277
STXBP5L	ENSG00000145087
	ENSG00000260764
TMEM186	ENSG00000184857
NIBAN3	ENSG00000167483
KRBA2	ENSG00000184619
	ENSG00000280320
	ENSG00000280181
	ENSG00000260350
GNS	ENSG00000135677
CAVIN1	ENSG00000177469
RNU7-97P	ENSG00000238704
MIR548AT	ENSG00000264314
	ENSG00000267222
GDPD4	ENSG00000178795
CARHSP1	ENSG00000153048
GOLGA6C	ENSG00000167195
STAT3	ENSG00000168610
GOLGA8J	ENSG00000179938
AMBRA1	ENSG00000110497
LINC01142	ENSG00000224286
GOLGA8K	ENSG00000249931
SLC45A3	ENSG00000158715
ZNF513	ENSG00000163795
ILDR2	ENSG00000143195
PPM1G	ENSG00000115241
GOLGA8T	ENSG00000261247
PURG	ENSG00000172733
MIR320A	ENSG00000208037
	ENSG00000254314
	ENSG00000253551
	ENSG00000253924
RPL34P17	ENSG00000240534
ALKAL1	ENSG00000196711
GOLGA6B	ENSG00000215186
FTH1P3	ENSG00000213453
ST18	ENSG00000147488
NRBP1	ENSG00000115216
CARHSP1-DT	ENSG00000261481
LITAFD	ENSG00000283516
RYK	ENSG00000163785
RGMA	ENSG00000182175
USP7	ENSG00000187555
KIF26B	ENSG00000162849
RNU6-456P	ENSG00000207222
LINC01843	ENSG00000251169
	ENSG00000288591
RN7SL541P	ENSG00000240250
	ENSG00000280420
	ENSG00000286682
TBCEL	ENSG00000154114
RPL7P39	ENSG00000243020
LINC02389	ENSG00000255693
PPP2R2B	ENSG00000156475
HEMK1	ENSG00000114735
USH2A-AS1	ENSG00000236292
	ENSG00000283377
UQCRBP2	ENSG00000227941
PRR13P1	ENSG00000232824
	ENSG00000273416
LINC02231	ENSG00000248995
	ENSG00000229930
RNU6ATAC42P	ENSG00000221564
	ENSG00000198671
LINC01675	ENSG00000234142
WIF1	ENSG00000156076
LINC02815	ENSG00000282111
LINC01222	ENSG00000233410
RRP15	ENSG00000067533
ZNF17	ENSG00000186272
ATP10A	ENSG00000206190
	ENSG00000228955
MBD3L2B	ENSG00000196589
OR2L13	ENSG00000196071
FFAR2	ENSG00000126262
	ENSG00000232059
SIDT1	ENSG00000072858
	ENSG00000270443
HSH2D	ENSG00000196684
TMEM59	ENSG00000116209
RNU6-166P	ENSG00000207099
APOOP3	ENSG00000255700
LEMD3	ENSG00000174106
DKK3	ENSG00000050165
KRTCAP3	ENSG00000157992
	ENSG00000276853
CCDC14	ENSG00000175455
	ENSG00000214650
EXOC3L2	ENSG00000283632
	ENSG00000279527
	ENSG00000279071
	ENSG00000280354
	ENSG00000279121
	ENSG00000279334
	ENSG00000280097
	ENSG00000278973
	ENSG00000280444
	ENSG00000279087
	ENSG00000279931
	ENSG00000235267
RNU6-986P	ENSG00000200003
PRMT1	ENSG00000126457
FNDC4	ENSG00000115226
SCARB1	ENSG00000073060
DOK2	ENSG00000147443
GCKR	ENSG00000084734
KNSTRN	ENSG00000128944
KRT8P48	ENSG00000248568
PPP2R2B-IT1	ENSG00000249553
	ENSG00000286468
STK32A-AS1	ENSG00000250343
	ENSG00000285868
FNDC9	ENSG00000172568
NIPAL4-DT	ENSG00000251405
XPO7	ENSG00000130227
	ENSG00000276563
	ENSG00000248544
LMX1A-AS2	ENSG00000224702
SPDYE10P	ENSG00000274570
	ENSG00000253155
	ENSG00000271811
	ENSG00000224278
LINC01221	ENSG00000235492
XRRA1	ENSG00000166435
	ENSG00000238358
NIPAL4	ENSG00000172548
STEAP1	ENSG00000164647
USP7-AS1	ENSG00000260979
TTC13	ENSG00000143643
	ENSG00000288715
	ENSG00000261692
	ENSG00000287351
RNU6-430P	ENSG00000252887
	ENSG00000270832
MRPL28	ENSG00000086504
	ENSG00000253519
CYB561D2	ENSG00000114395
	ENSG00000247372
STEAP2	ENSG00000157214
IFT172	ENSG00000138002
HMGCR	ENSG00000113161
C3orf52	ENSG00000114529
PRR20G	ENSG00000239620
CCDC80	ENSG00000091986
PGAP6	ENSG00000129925
FAM237B	ENSG00000283267
	ENSG00000231397
MRPS18BP1	ENSG00000226013
NPM1P12	ENSG00000215311
	ENSG00000287808
	ENSG00000228151
LARP7P1	ENSG00000271588
ISCA1P2	ENSG00000229840
	ENSG00000261842
ZNF777	ENSG00000196453
CACYBP	ENSG00000116161
GOLGA6L9	ENSG00000197978
ZNF746	ENSG00000181220
	ENSG00000259760
	ENSG00000274294
	ENSG00000259341
	ENSG00000286893
	ENSG00000236829
	ENSG00000279846
RPL7P5	ENSG00000241562
Y_RNA	ENSG00000201724
PAFAH1B3	ENSG00000079462
UHRF1BP1	ENSG00000065060
LYSMD4	ENSG00000183060
ADCY5	ENSG00000173175
FAM71F1	ENSG00000135248
NME4	ENSG00000103202
NPHS1	ENSG00000161270
	ENSG00000287242
RNU6-927P	ENSG00000252008
MIR5188	ENSG00000265345
RPL22P19	ENSG00000241129
LINC01035	ENSG00000226486
EZR	ENSG00000092820
	ENSG00000227687
DMTN	ENSG00000158856
METTL7A	ENSG00000185432
LINC00210	ENSG00000231814
	ENSG00000286210
	ENSG00000287364
MEF2A	ENSG00000068305
	ENSG00000274156
	ENSG00000279525
GCNT2	ENSG00000111846
Y_RNA	ENSG00000199740
	ENSG00000271596
	ENSG00000231170
TMCC2-AS1	ENSG00000225063
HIGD1C	ENSG00000214511
	ENSG00000260698
	ENSG00000277007
	ENSG00000274797
	ENSG00000229016
RNU6-87P	ENSG00000272028
RNU6-1273P	ENSG00000199903
TPH1	ENSG00000129167
PDK4	ENSG00000004799
PPP1R12B	ENSG00000077157
LETMD1	ENSG00000050426
ZNF148	ENSG00000163848
	ENSG00000279067
DYNC1I1	ENSG00000158560
SLC25A45	ENSG00000162241
ESR1	ENSG00000091831
DECR2	ENSG00000242612
ZNF146	ENSG00000167635
	ENSG00000242198
COL23A1	ENSG00000050767
ZNF112	ENSG00000062370
CAMK1	ENSG00000134072
GRM5	ENSG00000168959
PRKD2	ENSG00000105287
	ENSG00000271681
	ENSG00000253698
RN7SL646P	ENSG00000242341
	ENSG00000245688
RN7SKP70	ENSG00000252464
RUFY1	ENSG00000176783
H3P40	ENSG00000258570
ARPC4-TTLL3	ENSG00000250151
MCTP2	ENSG00000140563
CSRNP2	ENSG00000110925
	ENSG00000276984
MT1G	ENSG00000125144
ATG13	ENSG00000175224
PLAGL1	ENSG00000118495
	ENSG00000262120
RPL35AP29	ENSG00000244540
	ENSG00000269886
Y_RNA	ENSG00000200953
RNU6-199P	ENSG00000199824
	ENSG00000278126
TLE7	ENSG00000260734
	ENSG00000279455
RPUSD3	ENSG00000156990
	ENSG00000256258
	ENSG00000262008
LINC02414	ENSG00000256424
	ENSG00000287639
	ENSG00000261611
	ENSG00000279153
RNA5SP377	ENSG00000212154
	ENSG00000249926
	ENSG00000247324
RPS6P21	ENSG00000243499
SFSWAP	ENSG00000061936
ZNF19	ENSG00000157429
	ENSG00000258632
PTPN14	ENSG00000152104
	ENSG00000287328
	ENSG00000287950
LINC02852	ENSG00000285866
JAGN1	ENSG00000171135
	ENSG00000259331
	ENSG00000288721
MAPK6	ENSG00000069956
IL17RE	ENSG00000163701
PRDX2P3	ENSG00000249140
RUFY1-AS1	ENSG00000244945
MED20	ENSG00000124641
	ENSG00000260520
CHST4	ENSG00000140835
	ENSG00000260015
HNRNPH1	ENSG00000169045
ZSCAN23	ENSG00000187987
RNU6-1061P	ENSG00000252339
TAT-AS1	ENSG00000260886
TAT	ENSG00000198650
PACRG	ENSG00000112530
	ENSG00000289025
ARHGAP11A-SCG5	ENSG00000288864
OR7A5	ENSG00000188269
GOLGA8M	ENSG00000188626
	ENSG00000255933
LINC02814	ENSG00000236975
RNA5SP378	ENSG00000200516
MRPL34	ENSG00000130312
RNU6-1017P	ENSG00000200483
	ENSG00000256955
ULK1	ENSG00000177169
FMO9P	ENSG00000215834
RPS17P7	ENSG00000232723
NHSL1	ENSG00000135540
CLASP1-AS1	ENSG00000265451
	ENSG00000260593
RNU4ATAC	ENSG00000264229
Y_RNA	ENSG00000222467
RPL12P15	ENSG00000230993
MARVELD3	ENSG00000140832
SPDYE6	ENSG00000260097
MRPS12	ENSG00000128626
	ENSG00000279721
CAPN2	ENSG00000162909
NPM1P32	ENSG00000213239
NIFK	ENSG00000155438
GOLGA8R	ENSG00000186399
PHLPP2	ENSG00000040199
CGB1	ENSG00000267631
CGB2	ENSG00000104818
LAMTOR4	ENSG00000188186
NTN5	ENSG00000142233
TSN	ENSG00000211460
C6orf141	ENSG00000197261
	ENSG00000271333
	ENSG00000289397
SHF	ENSG00000138606
COX7A2	ENSG00000112695
	ENSG00000283189
	ENSG00000279283
HIF3A	ENSG00000124440
GRID2IP	ENSG00000215045
	ENSG00000255992
PUS1	ENSG00000177192
RAB5C-AS1	ENSG00000267658
KCNH4	ENSG00000089558
BICRAL	ENSG00000112624
	ENSG00000270798
LINC01823	ENSG00000224655
AMT	ENSG00000145020
	ENSG00000286541
NEK2	ENSG00000117650
VEGFA	ENSG00000112715
HCRT	ENSG00000161610
GOLGA6L7	ENSG00000261649
	ENSG00000229143
CSGALNACT1	ENSG00000147408
GHDC	ENSG00000167925
ACVR2A	ENSG00000121989
CT62	ENSG00000225362
MDFIC	ENSG00000135272
MICAL2	ENSG00000133816
	ENSG00000260586
	ENSG00000212664
	ENSG00000273568
	ENSG00000260185
RNU6-208P	ENSG00000199301
SNORA70D	ENSG00000263666
	ENSG00000261513
	ENSG00000278408
MMP17	ENSG00000198598
	ENSG00000260612
NR2E3	ENSG00000278570
CTAGE8	ENSG00000289604
	ENSG00000235021
AP1G1	ENSG00000166747
KCP	ENSG00000135253
C1orf53	ENSG00000203724
	ENSG00000274373
	ENSG00000256783
	ENSG00000225006
	ENSG00000256875
	ENSG00000280287
	ENSG00000287633
	ENSG00000279700
MIR6763	ENSG00000277052
	ENSG00000277186
ITLN2	ENSG00000158764
LRCOL1	ENSG00000204583
STAT5B	ENSG00000173757
	ENSG00000253270
HMGB1P19	ENSG00000253463
	ENSG00000287657
	ENSG00000223375
U3	ENSG00000221461
P2RX2	ENSG00000187848
	ENSG00000253258
	ENSG00000230714
	ENSG00000260037
	ENSG00000253410
	ENSG00000261065
MIR4663	ENSG00000266324
	ENSG00000287989
C8orf76	ENSG00000189376
	ENSG00000260855
RNA5SP399	ENSG00000200873
CRTC3-AS1	ENSG00000259736
PRELP	ENSG00000188783
SPDYE8	ENSG00000273520
RNU6-1275P	ENSG00000212389
	ENSG00000223911
	ENSG00000236206
CRTC3	ENSG00000140577
STRA8	ENSG00000146857
	ENSG00000284188
ORC4	ENSG00000115947
RAB4A	ENSG00000168118
MAP4K1	ENSG00000104814
GRIFIN	ENSG00000275572
POLR2J	ENSG00000005075
	ENSG00000280295
	ENSG00000267758
ZHX1-C8orf76	ENSG00000259305
	ENSG00000236194
PLXNA4	ENSG00000221866
	ENSG00000278829
	ENSG00000266126
SPECC1-DT	ENSG00000261033
	ENSG00000225681
UBA52P5	ENSG00000243498
KCTD9P1	ENSG00000225014
RNU6-258P	ENSG00000212186
RNU6-1057P	ENSG00000252971
RNU6-467P	ENSG00000276577
	ENSG00000266839
ZHX1	ENSG00000165156
Metazoa_SRP	ENSG00000278701
UPF3AP2	ENSG00000214832
ENTR1P2	ENSG00000181101
ZNF207	ENSG00000010244
TOMM20	ENSG00000173726
	ENSG00000282852
ST13P19	ENSG00000228110
RNU6-628P	ENSG00000222607
RASAL2-AS1	ENSG00000224687
	ENSG00000253336
	ENSG00000223881
FAM83A	ENSG00000147689
MTRNR2L11	ENSG00000270188
TADA1	ENSG00000152382
CTAGE4	ENSG00000288784
	ENSG00000289366
	ENSG00000288746
	ENSG00000289630
CASTOR3	ENSG00000239521
REN	ENSG00000143839
MIR548V	ENSG00000265520
	ENSG00000253168
RNA5SP256	ENSG00000212280
PDIA3	ENSG00000167004
MS4A6E	ENSG00000166926
	ENSG00000227193
MBD5	ENSG00000204406
MTUS1	ENSG00000129422
SLAMF6P1	ENSG00000227243
LINC01653	ENSG00000232100
GS1-279B7.1	ENSG00000261024
TRIM49B	ENSG00000182053
OR2AK2	ENSG00000187080
	ENSG00000282572
HMGB1P11	ENSG00000230547
FLRT1	ENSG00000126500
ARV1	ENSG00000173409
	ENSG00000282381
	ENSG00000237268
Metazoa_SRP	ENSG00000273549
C5orf60	ENSG00000204661
TMEM218	ENSG00000150433
	ENSG00000286923
	ENSG00000289108
	ENSG00000243004
LINC01446	ENSG00000205628
LYPD9P	ENSG00000229703
LINC00303	ENSG00000176754
	ENSG00000228259
	ENSG00000250999
	ENSG00000232309
CBY3	ENSG00000204659
LINC01341	ENSG00000227953
HMGB3P22	ENSG00000225051
	ENSG00000289416
	ENSG00000289335
	ENSG00000272693
TP53BP2	ENSG00000143514
	ENSG00000289434
MAP4K1-AS1	ENSG00000267291
CANX	ENSG00000127022
	ENSG00000288798
	ENSG00000286076
	ENSG00000289578
EIF3K	ENSG00000178982
	ENSG00000240790
	ENSG00000289470
	ENSG00000281469
	ENSG00000253882
	ENSG00000281772
	ENSG00000212181
USP12P2	ENSG00000224007
RPS29P8	ENSG00000232238
SNORD71	ENSG00000223224
	ENSG00000283057
	ENSG00000262140
RGPD5	ENSG00000015568
	ENSG00000279592
	ENSG00000289600
PHBP21	ENSG00000260326
	ENSG00000234710
	ENSG00000260258
	ENSG00000260939
SLC47A2	ENSG00000180638
	ENSG00000289588
	ENSG00000277639
NICN1	ENSG00000145029
	ENSG00000225981
	ENSG00000261291
	ENSG00000280227
	ENSG00000261056
SOX6	ENSG00000110693
	ENSG00000289177
	ENSG00000279589
DPY19L2P2	ENSG00000170629
	ENSG00000238645
RNA5SP427	ENSG00000202193
SLC6A2	ENSG00000103546
RNA5SP130	ENSG00000201301
DAG1	ENSG00000173402
	ENSG00000280311
POLE	ENSG00000177084
	ENSG00000288962
	ENSG00000289403
	ENSG00000234418
OR2L6P	ENSG00000232215
	ENSG00000236494
SYT14	ENSG00000143469
AZGP1P1	ENSG00000214313
BSN-DT	ENSG00000226913
BSN	ENSG00000164061
	ENSG00000289052
	ENSG00000223813
	ENSG00000288889
	ENSG00000233834
DHRS7C	ENSG00000184544
BSN-AS1	ENSG00000235120
	ENSG00000284337
	ENSG00000267375
APEH	ENSG00000164062
	ENSG00000289059
	ENSG00000186148
ARHGAP11B	ENSG00000285077
CAPN12	ENSG00000182472
LINC02587	ENSG00000229108
EEF1D	ENSG00000104529
	ENSG00000237773
TVP23C	ENSG00000175106
	ENSG00000284906
	ENSG00000283684
GPAA1P1	ENSG00000240069
	ENSG00000289189
ZBTB45P1	ENSG00000225108
	ENSG00000231704
	ENSG00000259414
HERC2P7	ENSG00000274471
LINC01123	ENSG00000204588
GOLGA6L2	ENSG00000174450
	ENSG00000235721
	ENSG00000287860
SEC61G-DT	ENSG00000234707
	ENSG00000229730
TRIM49D2	ENSG00000233802
	ENSG00000283283
	ENSG00000289248
ZNF767P	ENSG00000133624
MIR4267	ENSG00000265682
GOLGA8G	ENSG00000183629
MALL	ENSG00000144063
DHX9	ENSG00000135829
C11orf86	ENSG00000173237
TRIM49D1	ENSG00000223417
	ENSG00000267892
MIR4436B1	ENSG00000264979
LGALS7B	ENSG00000178934
ACTR1AP1	ENSG00000233370
	ENSG00000261760
RNU6-140P	ENSG00000207296
OR52N2	ENSG00000180988
CDK6-AS1	ENSG00000237819
LGALS4	ENSG00000171747
CASP12	ENSG00000204403
	ENSG00000232667
	ENSG00000282304
	ENSG00000278928
MALLP1	ENSG00000282785
CES1P2	ENSG00000260765
MIR4436B2	ENSG00000263881
	ENSG00000283167
	ENSG00000255395
	ENSG00000226991
FAM185BP	ENSG00000214439
	ENSG00000230650
SLCO2B1	ENSG00000137491
LINC01106	ENSG00000175772
CLUH	ENSG00000132361
PPIAP50	ENSG00000261330
	ENSG00000214870
ZBTB45P2	ENSG00000226065
	ENSG00000261540
GPAA1P2	ENSG00000230596
CLEC3A	ENSG00000166509
	ENSG00000273471
RN7SL238P	ENSG00000276891
	ENSG00000184115
MIR4509-2	ENSG00000266039
MIR4509-3	ENSG00000263964
Metazoa_SRP	ENSG00000276955
	ENSG00000228289
	ENSG00000227717
	ENSG00000268756
RN7SL536P	ENSG00000278222
	ENSG00000273756
BTF3L4	ENSG00000134717
ACTN4	ENSG00000130402
KRT8P22	ENSG00000260731
	ENSG00000237850
	ENSG00000261776
TMEM266	ENSG00000169758
WWOX	ENSG00000186153
	ENSG00000227574
LINC02848	ENSG00000226581
NPHP1	ENSG00000144061
	ENSG00000259970
	ENSG00000287636
ITGB8-AS1	ENSG00000271133
RNF123	ENSG00000164068
	ENSG00000288947
GTF2IRD1P1	ENSG00000230583
	ENSG00000232989
TEDDM2P	ENSG00000233537
SWT1	ENSG00000116668
DLX6-AS1	ENSG00000231764
	ENSG00000259422
	ENSG00000276007
	ENSG00000279991
Metazoa_SRP	ENSG00000196274
WWOX-AS1	ENSG00000260969
TYRO3P	ENSG00000259581
	ENSG00000287503
	ENSG00000287106
ISL2	ENSG00000159556
LSM3P5	ENSG00000260014
	ENSG00000260733
	ENSG00000279887
	ENSG00000261837
	ENSG00000279129
	ENSG00000286894
RPS3P7	ENSG00000243101
	ENSG00000280115
	ENSG00000280190
POT1-AS1	ENSG00000224897
	ENSG00000260816
RNA5SP181	ENSG00000222178
	ENSG00000279732
	ENSG00000242292
	ENSG00000261537
	ENSG00000274441
	ENSG00000280274
	ENSG00000259514
	ENSG00000260694
	ENSG00000250155
	ENSG00000270036
	ENSG00000260479
	ENSG00000260511
OTUD7A	ENSG00000169918
	ENSG00000272103
	ENSG00000277954
NIPBL-DT	ENSG00000285967
	ENSG00000285918
	ENSG00000261722
RNA5SP431	ENSG00000222244
	ENSG00000261472
PXMP2	ENSG00000176894
ERCC4	ENSG00000175595
KRT18P31	ENSG00000249850
NENFP3	ENSG00000248462
	ENSG00000243744
	ENSG00000251423
ARSI	ENSG00000183876
FBXO28	ENSG00000143756
PPIP5K1	ENSG00000168781
FOXO3B	ENSG00000240445
TCOF1	ENSG00000070814
	ENSG00000256632
MIF4GD	ENSG00000125457
PGAM5	ENSG00000247077
	ENSG00000278180
DPY19L2P4	ENSG00000235436
RPS26P52	ENSG00000242307
	ENSG00000262732
OR2AT1P	ENSG00000254475
	ENSG00000263234
	ENSG00000289352
LINC02186	ENSG00000261856
TPBGL-AS1	ENSG00000255136
	ENSG00000276564
	ENSG00000229180
	ENSG00000262529
TVP23CP2	ENSG00000262470
ZDHHC20P3	ENSG00000255460
CEP170	ENSG00000143702
TCF3	ENSG00000071564
TPBGL	ENSG00000261594
ABCC6	ENSG00000091262
ARRB1	ENSG00000137486
LINC00174	ENSG00000179406
RNA5SP379	ENSG00000201469
	ENSG00000256108
FBRSL1	ENSG00000112787
H2AC13	ENSG00000196747
H2BC8	ENSG00000273802
H2BC13	ENSG00000185130
BAHCC1	ENSG00000266074
H2BC15	ENSG00000233822
LINC00996	ENSG00000242258
H2BC7	ENSG00000277224
H2BC9	ENSG00000275713
H2BC4	ENSG00000180596
	ENSG00000286456
	ENSG00000230746
H3C8	ENSG00000273983
H4C2	ENSG00000278705
	ENSG00000273297
H4C5	ENSG00000276966
TAAR5	ENSG00000135569
H2BC5	ENSG00000158373
MYCT1	ENSG00000120279
	ENSG00000252774
Y_RNA	ENSG00000206781
ZNF609	ENSG00000180357
HUS1B	ENSG00000188996
TREML1	ENSG00000161911
RPL30P13	ENSG00000229014
GTF2IP13	ENSG00000272556
LINC02555	ENSG00000260943
LRRK2-DT	ENSG00000225342
C17orf58	ENSG00000186665
	ENSG00000257296
	ENSG00000258073
TSPAN19	ENSG00000231738
PMS2P4	ENSG00000067601
SOCS3	ENSG00000184557
	ENSG00000243403
	ENSG00000239465
Y_RNA	ENSG00000207223
RNU6-549P	ENSG00000207162
OAZ2	ENSG00000180304
ERBB2	ENSG00000141736
AMIGO3	ENSG00000176020
USP49	ENSG00000164663
GMPPB	ENSG00000173540
ZNF165	ENSG00000197279
HSP90B1	ENSG00000166598
PRRC2A	ENSG00000204469
	ENSG00000254429
	ENSG00000279117
	ENSG00000254963
KLHL35	ENSG00000149243
WDR86-AS1	ENSG00000243836
CDON	ENSG00000064309
CCT6P1	ENSG00000228409
	ENSG00000265967
	ENSG00000264937
	ENSG00000259635
PPL	ENSG00000118898
RNU6-17P	ENSG00000206972
Y_RNA	ENSG00000238783
U8	ENSG00000238519
RN7SL196P	ENSG00000274424
LINC02256	ENSG00000289083
THSD4	ENSG00000187720
COX6CP14	ENSG00000239576
PRRT3	ENSG00000163704
PRRT3-AS1	ENSG00000230082
	ENSG00000269982
CIDEC	ENSG00000187288
LINC01940	ENSG00000227744
